,A,B,C,D,E,F,G,H,I,J,Target
0,0.15033306868590154,-1.4686004545613276,0.42084239544963337,-0.8783331753767836,-1.3483578965026346,0.6863232786955198,-0.6633743036071039,-2.3010671476485927,1.3024550110566102,0.3206658039918033,2
1,-1.6320857399919166,-0.705800200487171,0.3364949908127654,0.024062435007150364,-0.4936191568181687,-1.5348285128016124,-0.024576897444503382,-0.2967858533041237,0.3200470240738485,0.506105082182736,1
2,-1.2856270969460297,1.3810770481266939,-0.38566832655079697,1.4461674692631414,-0.3481634553389216,-2.255812575218255,0.27270307129384297,-0.9647293309502624,-1.5155894193819617,0.45424787669436,2
3,-0.012134990587138399,-0.7299710924874556,-1.1325786072877038,1.0767866103074555,1.2353477141631484,1.234472159619415,-1.8093690781979443,0.735970616807077,-1.349093192347127,-0.06165494743697473,0
4,-1.3038770257683778,0.9302129663765726,0.8019268588770117,-1.7504931950018516,0.8468395002076116,-0.25899576057067636,-0.507815535999588,0.5601686540813938,0.5834381492853945,-0.4722078753037395,0
5,-0.6275560147283921,0.9681784816187018,-0.6396127328914883,-0.39223611248689955,-0.29463348539991857,1.2989231618794368,0.28173360128501235,-0.05582101199963379,-0.18447686454025444,-0.9961020734260078,1
6,-0.46470523541289915,0.5599278290125937,-0.7086541104434274,0.7124135675981242,-0.42748810995494363,0.06916449044972786,-1.6542361921457116,-0.17492235948504276,-1.798932015742058,0.6549810099228278,0
7,-0.2887970828994322,-2.1001965134574205,0.7676360851608155,-0.5762379919794955,-1.1960646317133927,0.7914907644522042,-0.6394075009091028,-1.6024122326219215,0.7619821813186075,1.8785566113368313,2
8,-1.1194529480429143,0.8813036026318246,1.2226699509451497,-0.04736480433557079,-1.173180853339768,1.8025049643512978,-0.16155702196787006,-1.0290572200682007,0.544500106343048,-1.7855238422666309,2
9,0.11372030907225275,-1.8041427232296599,0.2224658232946302,-1.916632898595834,0.41909616251105436,0.6676332436238992,2.6035888692951015,0.655928295112628,-0.08997395118940749,0.8769298996838667,2
10,-0.5546992941199945,1.6230752877072843,-0.12722302324759963,-0.40476271056494273,-0.24016887584272717,0.2197664117216092,0.062012630204710165,-0.28160809234215095,0.45273917776820743,1.131242901640519,1
11,-1.084738135963615,-0.3949890052126536,0.06276741209018197,0.7046183160498581,0.2051803871855362,1.685589969009133,0.12845823490718056,0.7006584488806994,0.2668015639111918,0.23952997637357773,1
12,0.7053765887441866,-0.7220923874999433,-1.8182941113113391,-2.383583928482091,0.9192719970863259,-0.6070531710235223,-0.002446156926013711,0.8034765212147172,-0.9327044992677889,-0.6562842860739112,2
13,-0.7373095347431305,0.44778077966991786,-0.4257501943232768,-0.723297132695347,-0.8161970530995492,-0.568681275036418,1.6680642162998542,1.7116315581358985,1.171341530044811,0.9164269133858253,0
14,1.4022048434874093,-0.6294016872602933,1.8073700012907505,0.8052967160923216,-1.0692133046342045,1.3155869722427105,-0.09367667155644284,-1.5912758625819978,-0.4142443540709262,1.8572237244850802,2
15,-0.10324054002669618,-2.227718688522226,-1.447015789670947,-0.9413274316420114,0.8448785460530163,-0.17603857101426834,-0.45997011600605214,1.3073481952776522,-2.2037413326874034,2.0016220149481376,2
16,1.5303032951068465,0.15337977146621518,1.1016374462809786,0.32595319990594634,-0.07655475815496099,-0.32597962267312325,-1.158571440234598,0.36621425392403306,0.20549055850490458,1.324028984186056,1
17,0.2789064466748571,0.12037184825773842,0.6497135235213344,-0.07874550707721965,-1.0753796735304868,0.6114108283541316,-0.9869814944736932,-0.3187564245443699,-2.404600438088014,-0.3331654167874054,0
18,0.4627629121384093,-0.24865104856165685,-0.10272065909047223,0.08696065507376484,-0.64446982317541,0.14069102743487713,1.933969997530395,-1.6665320557277228,-0.4018067614193342,0.5467666235493829,1
19,-0.6227339795208192,0.33333661915037366,-0.7231572304403824,-0.8665966608311921,0.5283196320096314,2.316570475529194,1.6493598831581224,0.0212070155930626,-0.5576945782808206,0.0795763489673618,0
20,-0.6100244360231953,1.0306499843027273,-0.6073011134604591,1.4885979369331257,-1.6569625352514479,1.5030398637989537,-1.0176787166675327,-2.2288809085308534,0.5025823145474344,0.8457469240919975,2
21,0.1630020153203617,-1.150349353187397,1.4785820846032705,0.8548878953466486,-0.015158515984516032,-0.5560914862596232,-0.8820328372430223,-0.7101643795178831,0.9152553831246147,-0.8786130831240174,1
22,-0.745295352248129,-0.33104538227109226,-0.8626442785178294,0.3374768305893037,0.6780766573705715,-1.3217704762044018,0.6087661889487509,1.868099707484971,0.21688251151414953,-0.9272377514930432,0
23,0.6429106893825144,-1.140263086376625,0.7109806856001188,0.6829532296456036,0.01072716973249959,1.016918564247635,-0.6820307885299317,0.001979943712223308,-1.591804716466385,0.7108145758732864,1
24,-1.2481689551909017,1.799808079086607,-0.24249286349136795,-0.5036568067804899,0.5846723172240648,0.9006625104533221,2.4936892851678705,-1.0896207011407752,0.505025644287573,-0.7485975010499537,2
25,-2.377476124254871,-0.815281693215166,-0.4965393689359922,0.46314951812471744,-0.016773743898904972,-1.440799745858314,-0.6266035444746191,0.4162161777271579,-0.6365011532141686,0.07868986245210678,0
26,-0.623258130843833,0.3033239171209153,-1.4482898240264481,-0.03556994298485644,-1.8781051407408846,-0.48265540805872087,-1.4813692247921777,-1.5256705717659989,0.6558732944815715,-0.6861114992087859,0
27,-0.014520180958719191,-0.1286012518840437,0.7317247868710198,0.9418344982488903,-2.6492261267148,1.1796634242777322,-0.8934131393289678,-0.6942685002106025,-0.356672078316554,0.3723936948582924,0
28,-0.19148140862302887,-1.1647102524111792,-0.2421616384068442,-0.12749599060242012,-0.02474252709546309,0.8952193603395653,-1.734286903779024,1.799751188519074,0.9680479981746248,-0.6372246894576271,0
29,1.473929685954791,0.7613230403252736,0.8625747520867769,-0.5041330302211218,-0.47012028256751787,1.3447870517753997,-2.2933769987974544,-1.857648933956613,-1.0487309084271172,0.01639343373821916,2
30,0.4779450292773362,1.337930621871795,-0.2639101298556683,1.2571913244703787,1.3047889494453224,-0.7319273580449778,-0.0651418393660073,-1.9678596548869995,1.8477814104412236,0.2949543988777261,2
31,-1.5621461152877116,-0.850952461000074,0.9818315520970569,0.69298678087942,2.126452754730352,0.19671972952263536,0.11073959299882352,-0.33038201897461866,0.9960974099423286,0.1430194147628672,0
32,-0.23863900730627133,-1.236386156617425,-0.12170767633615485,-0.7754129667502532,0.3740318271331977,-1.0735434661685255,0.5522959170986314,1.2354869377129891,0.7974175946099742,-0.8264520483925605,1
