A,B,C,D,E,Target
-0.1386801315810914,0.5379958603335071,0.030867603383510786,-0.7494132733626149,-1.255078715367428,0
1.1531426182911313,0.909027402277361,-0.8667114210423236,-1.7277310293210795,-0.57933617804845,0
1.6093157331968146,-1.9351422613312985,0.8617054772342655,0.34942311061054476,-1.135398027631734,0
1.1763141049566206,1.524319542410418,-0.13790434466514903,0.8166695524286753,0.6639967101268103,0
-0.24585235947003853,-0.1581379406061837,1.1673932107445046,-1.37848930863691,0.6797571317986707,0
-0.4364697499458898,0.1968454769938814,0.06716529760930207,0.8302361848533665,-0.6667317267440155,0
0.541743744979391,-0.5538019811073731,-1.079929903345024,1.4981778031870532,0.8662317092456941,0
-1.4332677958181366,-0.1543250489070569,1.0112227352836018,-0.4255043857443657,1.5608283818346256,0
-0.5993868854619767,-1.0920493412538206,-1.364015033086752,0.3593196558907323,-0.6948029882411504,0
-2.2277273640717024,-0.9413819392668071,0.5138447707672048,-0.5096146887425181,0.977250863993988,0
-0.03347389280036975,1.078431666962638,0.4526187757532976,-1.1297082707662838,0.38188498913821034,0
1.461421595891817,1.6833624621252279,1.4627891576892973,0.7652365016413336,0.9547463193234867,0
0.7290967540491952,-0.21593673920954995,-0.5149191209210184,0.1502890364210895,-0.9018202264295929,0
1.1104045003847185,-0.6575649041949387,-1.2772820595409742,-0.7916551622059169,0.05529153632315267,0
1.2142897446052143,2.294930084292791,-0.586666867569481,-0.18987537336224108,1.0811124424461576,0
0.3713148597635774,0.31331719100907174,1.1866688329336441,-0.44930637617571184,0.14140415670217985,0
1.0862553938449941,0.6374873543971274,-0.9658440190631961,1.4877748491809073,1.3838126690436543,0
1.4801195419098667,-0.6848092302013308,0.09195678281267254,2.2165020139203087,-0.595215260532621,0
0.6887444903664988,1.528221844172583,-0.6203337114799844,1.02104539823956,-1.7756853224123288,0
0.21356542355629896,1.475191184932928,0.15491115254051185,-0.2804229267827945,0.5252489501746395,0
1.3389152137483298,0.8179747053262387,0.801565822148666,0.35155067536796747,1.409409727290581,0
0.9007202369436335,-2.070447619050349,-0.8817852721389603,0.5719747087343463,-1.540497147914622,0
-0.4079396420597795,-1.4575232861662946,-0.1175384348284542,-0.6361038579044198,1.706490743555382,0
-1.3168670684774224,-0.6683181816625474,2.251864940318968,-0.6010255544092091,-0.20182126695172328,0
0.18737675493781036,-0.3884680634579638,0.41213455534176796,-0.022522033544821882,0.4732451737035154,0
-0.1268377833758321,0.672461026646469,0.9534580388818225,1.3202966005920187,-0.34014731472258936,0
1.141297732504695,0.1476548880004409,0.1744987365181556,-0.6567834733929689,1.1852745124180402,0
0.3028681744463088,-1.6369452071933954,-0.1592744453014411,-0.12026842321952838,0.16306863906502897,0
-1.0426850529787397,-1.828173002441298,-1.783004804702751,-0.2400622679425701,-1.427843192652065,1
0.4755541944384331,1.796763903404853,-0.14518260785759102,-0.18060631568371216,0.5570955302703534,0
-0.17894714525010544,1.710825155876904,-0.37121075864902914,1.9427910828329709,-0.09729751842919507,0
