A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,Target
2.86868992944494,-0.10693671763804086,1.0654443093184691,0.7499166621000262,2.1389807232328577,-0.2678740520347669,-4.287287950536132,-0.003228969591910102,0.10261836404591959,-1.594097532781847,-1.9208775556212245,-0.03174380937717078,-1.836611982045295,2.5085876974675045,2.123111582735772,-1.5992408314241755,0.9448208892678551,0.33027612714538374,1.0172465587414632,-0.4402073618714351,0
-1.4636422704753158,-1.2911573323327556,-1.4647612772271514,1.2873442155639823,-1.9946367966569896,0.8317973743729056,0.13055466192086107,-0.5555847407933886,-1.7464500644862897,0.32019056214965036,1.1123634684759354,-0.9488636597009857,0.4973053790404683,2.651036834819411,1.7229984550721096,0.2902103903267802,-1.2785451517352384,0.48883454872917453,1.577496889902235,-1.097335152623813,1
-2.2089832659743043,1.1129047755027595,1.484842042711529,1.455104498084482,-0.38071206999183327,-0.4659002139221742,3.4644766679808345,1.5615756264864484,-0.9726153851196784,2.6463647975518416,-0.4637303616355899,0.5716188092316737,-0.5738987473124285,-4.393691095333312,-3.936343550637384,5.4994470541989555,0.8747780915052958,-0.8581027651615278,-1.0406174793625185,-2.759917045338376,0
1.7574934332053673,-0.194035124296595,-1.5022092683384785,-1.2276195789160618,-1.6294528228575818,2.192913192499205,-0.7744300171066317,-1.2847923782618145,0.43315438976574216,2.233774692367821,-0.714185308953358,0.08948419299998818,-2.2901464621769945,-2.2741380052885725,-3.454272966975706,-0.9043072994964402,0.45912070645478853,-0.043155441192699616,-2.129675225478875,-0.5593143446907377,0
-0.6215031411790525,-1.7096544670473517,-2.1550962762877033,-1.9822701692230738,-1.2052843957819566,-0.2850974881816481,-1.2790002606612811,-3.8319397552110495,-1.205033586365191,-4.2131001618784705,-0.12191165410390238,0.8089356718603797,0.6479926040645452,4.629953806365362,3.8608427533648157,-1.288295779523425,0.9929354558624602,1.0699648390590388,3.6769659967177404,1.0057244549150053,0
-1.9982668371848291,0.759195026281191,1.3682628042875014,1.6198731749722675,-1.4335166651587847,1.9568705807812594,3.0005045266513464,3.8710717225710267,-1.3842269340176443,6.913049395126171,1.8120342339837126,-0.3432995381488335,1.6196199174979924,-4.927905999463044,-5.1061961379064345,4.799604530875056,-1.4016347707440817,1.2320874915944064,-2.482733957046685,0.4846052613080209,0
1.5779171536033592,-1.0395783693574716,0.01862631846413071,0.2719398515380036,-0.9301730719887631,-0.43056516828358493,-0.8233092044037047,0.44023022877100704,0.15995799060571908,0.7179078304458206,0.21113039108642787,-0.04038133810597227,-0.42720441860413594,0.2909184446462732,-0.12224670618107561,-0.11291264238762719,-0.45599605892855977,-0.9911735058529657,-1.2576839294297542,-0.8207996248071695,1
-1.7083755947491528,0.07985087172886936,3.3808421528236314,1.2633997245847999,-0.47464283392020634,1.5894229784462863,-0.16760274947926596,3.9752517750812144,-0.10965875837264508,3.15544189395804,-0.5458836940139545,1.846038519344281,-0.256465777603245,1.6478665901740892,3.4426519986692825,0.9691545917937697,-1.0144979016158007,-0.40834551707249017,3.3114442979301777,-0.18093966814128007,1
-1.5296979636361783,-1.0505730357748877,-1.1899283795989515,-0.633985328324766,-0.8789895159856469,-1.3553854714844065,2.221164268041839,-0.20277801988509303,-0.3703105238312645,-1.0305086873824851,1.466993667091058,-0.19423620925771948,-1.2762750569901562,0.7379415646111208,0.8447655334179627,-0.1383438480039942,-1.510384673616823,-1.3590414040399519,-0.5159851229564516,0.8856508376547156,1
1.7009017811487939,0.9660121215282874,1.3361249251118985,1.046929805635791,2.15332639495454,-1.2836684212304794,-2.7219008375914533,0.3213758099500661,0.6621315523957976,-2.3951545499152505,0.060476496126316136,0.16121735638249923,-0.13163002794103656,2.5979244656632514,3.0249299682942055,-1.4353289088822578,0.5652387470135726,1.6213901797341006,1.3189149966104752,0.8520456441470782,0
-1.4055301815474166,0.20519021375128327,-1.1040763340525737,-0.7733829228990001,-0.14326585498047437,-2.195344564231147,1.855790702095492,-3.310031964846625,2.4016207655733153,-4.379463359795806,0.9516021437562149,1.3178576674931015,0.5065587486244478,0.36898375651824145,0.7366257462821858,0.9983330178836297,2.027426117808002,-0.562787963911844,1.5254607071329844,2.024566673214393,0
